name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.100000;-1.400379e+01;1.702559e+01;9.244127e+00;-4.574743e+00;-2.611335e+00;-1.471879e+01;-9.441748e+00;-1.072823e+01;-1.460586e+01;1.648640e+00;-1.025431e-01;-1.195839e+01;1.161849e+02;4.141958e-01;5.277842e-01;1.664363e+00;7.843424e-01;3.139659e+00;3.362283e+00;1.515082e+00;2.513768e+00;-1.176625e+00;-1.309345e+00;-9.912198e-01;9.757769e-01;-4.898689e-01;-5.628643e-02;-7.588184e-01;-5.015427e-01;2.545431e-02;7.230752e-01;2.309937e+00;1.304725e+00;3.070364e+00;1.414385e+00;-4.038425e-01;-6.722827e-01;1.078047e+00;1.179919e-01
'unknown';0.110000;-1.312831e+01;1.986215e+01;9.328628e+00;-2.378736e+00;-1.774609e+00;-9.339488e+00;-1.342803e+01;-1.015904e+01;-1.050289e+01;-7.088829e+00;1.806554e+00;-5.107590e+00;1.159710e+02;4.007931e-02;-7.419609e-01;-6.960607e-01;4.357315e-01;3.087157e+00;5.358335e+00;2.543417e+00;6.040272e+00;1.058515e+00;4.756806e-01;-1.184652e+00;3.759605e-01;-8.500175e-01;2.326844e-01;-1.404474e+00;-1.906943e+00;-3.189061e-01;-1.763751e-01;9.459816e-01;1.365582e+00;2.113387e+00;1.982826e+00;7.708230e-02;-3.961543e-01;9.841684e-01;3.137220e-01
'unknown';0.120000;-1.338911e+01;1.699039e+01;1.080901e+01;-7.975107e+00;7.087103e-01;-2.979445e+00;-1.288469e+01;9.989205e+00;-3.553674e+00;-8.641219e+00;-1.916892e+00;-2.752848e+00;1.152408e+02;1.612849e+00;-2.417120e+00;-4.738425e+00;-3.379368e-01;1.377167e+00;3.145326e+00;2.671209e+00;9.260512e+00;7.203026e+00;1.247792e+00;-3.846896e-01;1.256802e+00;3.150993e-01;3.333275e-01;-1.140383e+00;-2.132178e+00;-1.704960e-01;-8.651708e-01;-5.255419e-01;6.508048e-01;-1.055060e+00;5.178198e-01;2.252693e-01;5.176840e-01;1.014201e+00;3.451907e-01
'unknown';0.130000;-1.180462e+01;1.216491e+01;-4.341518e-01;-4.567878e+00;1.318910e+00;-6.137533e-01;-8.763969e-01;1.624138e+01;-5.313233e-01;2.405083e+00;-1.190061e+00;-1.059060e+01;1.154485e+02;1.638973e+00;-4.571324e+00;-7.052068e+00;-5.129027e-01;5.295082e-01;2.670670e+00;5.191199e+00;5.285294e+00;3.736926e+00;2.584251e-01;-4.924660e-01;2.923281e+00;6.254120e-01;-1.778268e-01;-8.926000e-02;-2.522666e-01;-1.847343e-01;-1.410818e+00;-1.447973e+00;-8.604857e-01;-3.778148e+00;-1.507152e+00;-4.982223e-01;3.860639e-01;1.084135e+00;6.918259e-02
'unknown';0.140000;-6.601394e+00;8.788601e+00;-9.566607e+00;-5.169856e+00;2.727738e+00;-3.355024e+00;-2.361518e+00;2.237413e+01;1.642349e+01;3.140645e+00;-5.276840e-01;-2.932881e+00;1.180217e+02;1.281387e+00;-3.259447e+00;-5.818524e+00;4.061796e-01;9.262965e-02;2.078406e+00;3.445215e+00;-2.384044e+00;7.326818e-02;-7.437114e-02;1.251107e+00;4.773122e+00;4.983696e-01;-7.759002e-01;1.369207e+00;2.137576e+00;6.991912e-01;-8.077143e-01;-1.317485e+00;-1.952925e+00;-4.623484e+00;-3.279650e+00;-4.603966e-01;3.069965e-01;-2.181375e-02;-4.577989e-01
'unknown';0.150000;-8.327304e+00;1.106423e+00;-1.574391e+01;-6.345875e+00;-1.365822e-01;4.201652e+00;7.266383e+00;1.007497e+01;-1.806841e+00;-1.168764e+01;-1.350381e+00;9.598832e+00;1.177076e+02;-6.833234e-01;-7.670978e-01;-1.417344e+00;-8.599983e-01;-3.324664e+00;-1.348070e+00;-2.146014e+00;-7.028190e+00;-2.912368e+00;-1.354349e+00;-7.223053e-02;4.038476e+00;-5.957397e-01;-5.852356e-01;2.112648e+00;2.987542e+00;1.148208e+00;1.450349e-02;-1.269645e+00;-2.091898e+00;-1.920085e+00;-1.186101e+00;6.018809e-01;3.195326e-01;-1.883824e+00;-5.192419e-01
'unknown';0.160000;-8.720835e+00;6.222407e+00;-1.062874e+01;-5.055211e+00;1.899605e+00;5.004883e+00;2.699994e-01;1.152190e+00;-2.549574e+00;-1.966715e+00;4.418804e+00;1.101804e+01;1.166031e+02;-1.105504e+00;2.526802e+00;3.132092e+00;3.331567e+00;-7.343191e-01;-1.432729e+00;-3.424812e+00;-7.700166e+00;-5.870578e+00;-2.478037e-01;9.401749e-01;5.901355e-01;-1.363319e+00;-1.203455e-01;1.128190e+00;1.827898e+00;5.319427e-01;4.296266e-01;-8.345888e-01;-1.254269e-01;2.109439e+00;9.724681e-01;8.143687e-01;-2.407443e-01;-2.454724e+00;-2.177999e-01
'unknown';0.170000;-1.416151e+01;9.612520e+00;-6.989806e+00;-8.925193e+00;-1.489034e+01;-1.153406e+01;-1.292223e+01;-8.288597e+00;-5.606634e+00;-1.812982e+00;-4.024457e+00;2.626318e+00;1.131791e+02;-9.376011e-02;3.098794e+00;3.410332e+00;3.765442e+00;1.015500e+00;-1.921988e+00;-1.833279e+00;-1.657070e+00;7.783453e-01;3.354546e+00;1.260663e+00;-4.404347e+00;-1.039953e+00;5.290296e-01;-2.720634e-01;-4.100351e-01;-5.652488e-01;7.493874e-01;3.816447e-01;2.058639e+00;3.964479e+00;1.839134e+00;8.196249e-01;-3.783605e-01;-1.363345e+00;2.921181e-01
'unknown';0.180000;-9.211809e+00;1.716956e+01;1.716802e+00;1.277764e+01;6.433024e+00;-2.650816e+00;-9.391272e+00;-6.944924e+00;-1.102950e+01;-3.035700e+00;5.510229e+00;3.504053e+00;1.134693e+02;3.848777e-01;4.485596e-01;9.071298e-01;7.531734e-01;7.068042e-02;-1.807579e+00;2.661713e+00;5.477591e+00;3.090252e+00;1.643025e+00;-6.190612e-01;-3.279086e+00;-3.685234e-01;4.937705e-01;-1.152841e+00;-1.907646e+00;-2.098000e+00;-5.211689e-01;5.933162e-01;1.972540e+00;2.779487e+00;1.327520e+00;2.695891e-01;-6.547092e-01;1.772242e-01;5.141438e-01
'unknown';0.190000;-8.550617e+00;1.112682e+01;-4.865011e+00;3.564911e+00;2.674208e+00;-1.580438e+00;2.930624e+00;5.838176e+00;6.324851e+00;5.619587e+00;4.407222e+00;-8.665909e+00;1.140747e+02;1.216634e+00;-1.088294e+00;-2.355038e+00;-2.397046e+00;1.977291e-02;7.475781e-01;5.103916e+00;6.205329e+00;1.802888e+00;1.798361e+00;-1.184415e+00;-8.436405e-01;3.674530e-01;1.983534e-01;-6.539888e-01;-1.449045e+00;-1.437333e+00;-6.134001e-01;1.079740e+00;9.449823e-01;-4.283407e-01;-1.126830e+00;-9.611823e-01;-6.905736e-01;1.057047e+00;3.953784e-01
'unknown';0.200000;-9.601893e+00;7.708055e+00;-7.155485e+00;-7.534396e+00;-6.529269e+00;-9.009825e+00;5.652142e+00;2.147676e+01;6.935943e+00;2.532124e+00;-2.892342e+00;2.687272e-01;1.143127e+02;7.081515e-01;-1.143859e+00;-3.523453e+00;-4.077189e+00;-2.842300e+00;1.990683e-01;2.969292e+00;2.266068e+00;2.547503e-01;1.878234e+00;-1.110832e+00;-3.040970e-01;5.036964e-01;5.341115e-02;3.703467e-01;-3.362467e-02;1.221584e-01;-5.372605e-02;9.206609e-01;-8.943558e-01;-2.758864e+00;-1.926881e+00;-9.654211e-01;8.404529e-02;5.494889e-01;1.534179e-01
'unknown';0.210000;-7.883300e+00;8.901803e+00;-1.432885e+01;-1.075441e+01;-8.310333e+00;-4.616663e+00;5.075648e+00;8.527210e+00;-5.574917e+00;4.394913e+00;-5.745246e+00;2.577784e-02;1.145947e+02;7.363700e-01;6.250596e-01;-1.619603e+00;-1.006044e+00;-5.950102e-01;2.473390e+00;2.737843e+00;-2.193012e+00;-3.438056e+00;-1.568970e+00;-1.946319e+00;-6.066090e-01;5.008293e-01;-2.109431e-01;5.018200e-01;8.781627e-01;5.902375e-01;-8.885773e-02;-2.508375e-01;-1.724471e+00;-1.758734e+00;-1.362211e+00;-1.291581e+00;2.198606e-01;1.613532e-02;-4.640503e-02
'unknown';0.220000;-6.004710e+00;1.256277e+01;-1.116854e+01;-4.486491e-01;-2.286208e+00;-1.373624e-01;4.382679e+00;3.040898e+00;-3.805868e+00;6.967807e+00;5.032301e+00;-2.362275e+00;1.157279e+02;8.920654e-01;1.443617e+00;3.712887e-01;6.684645e-01;1.094417e-01;1.932819e+00;-6.270292e-01;-4.117560e+00;-3.923683e+00;-1.500415e+00;1.821174e-01;-6.501571e-01;3.318779e-01;-2.178471e-01;1.202543e-01;6.466931e-01;-8.941410e-02;-4.945086e-01;-1.244532e+00;-1.255861e+00;-3.507470e-01;-7.426073e-01;-1.211704e+00;4.465497e-02;4.532703e-01;-1.538927e-01
'unknown';0.230000;-6.667359e+00;1.182476e+01;-1.095650e+01;-5.008182e+00;-2.422373e+00;6.350281e+00;1.725457e+01;4.091043e+00;-5.494527e+00;-4.443108e+00;-9.286694e+00;-1.038345e+01;1.158713e+02;6.996121e-02;1.270678e-01;8.840394e-02;-1.818685e+00;-1.900387e+00;-1.373485e+00;-1.720280e+00;6.034707e-01;-2.918952e+00;-2.970217e+00;-7.315866e-01;-5.899339e-01;2.213371e-01;-2.632348e-01;-4.005988e-01;-1.032110e-02;-5.147462e-01;-9.120041e-01;-1.727261e+00;-9.423224e-01;3.192134e-01;5.783914e-01;1.584119e-01;2.922738e-01;7.430495e-01;-1.701595e-01
'unknown';0.240000;-5.749537e+00;1.346466e+01;-6.985220e+00;-7.065185e+00;-8.926041e+00;-4.829203e+00;-3.572466e+00;3.107038e+00;-1.272267e+01;-5.509407e-01;-2.110311e-01;2.222557e+00;1.153338e+02;-4.787936e-02;-2.935920e-01;-1.143991e+00;-4.117939e+00;-4.662155e+00;-4.100154e+00;-1.080953e+00;-8.859083e-01;-3.717838e+00;-3.479661e+00;-1.494924e+00;1.953917e+00;-1.260208e-01;-1.569164e-01;-4.205985e-01;-8.978628e-02;2.052036e-01;-1.200120e-02;-4.030558e-01;6.342289e-01;7.501748e-01;1.793873e+00;1.017504e+00;2.561437e-01;4.491571e-01;-7.229286e-02
'unknown';0.250000;-7.661080e+00;9.086199e+00;-1.597850e+01;-1.653956e+01;-1.449235e+01;-9.138166e+00;4.518216e-01;1.151149e+01;-1.571128e+01;-6.696800e+00;-6.781513e+00;-5.216308e+00;1.158984e+02;-1.098316e-01;-5.093299e-01;-9.135685e-01;-1.186573e+00;-2.769232e+00;-3.146428e+00;-1.746808e+00;-2.212771e+00;-6.490213e-01;2.127117e-01;3.535708e-01;1.806602e+00;-1.210190e-01;1.428162e-01;4.029842e-02;5.267969e-01;1.620707e+00;1.395087e+00;1.234101e+00;9.169858e-01;-5.782538e-02;1.934032e+00;1.523146e+00;9.312820e-01;3.273470e-01;2.409135e-03
'unknown';0.260000;-5.747246e+00;1.246409e+01;-1.437750e+01;-1.527266e+01;-1.956199e+01;-1.289391e+01;7.379289e+00;-5.098869e+00;-1.728668e+01;-9.303648e+00;-3.694909e+00;4.823738e+00;1.150842e+02;1.973798e-01;-3.411771e-01;4.233435e-01;1.378427e+00;4.838583e-01;8.040119e-01;2.557379e+00;1.041435e+00;3.910715e+00;1.995643e+00;9.202573e-01;3.973607e-01;1.415916e-01;5.458948e-02;-4.297344e-02;6.881467e-01;2.083319e+00;2.324209e+00;1.807363e+00;1.355712e-01;5.873031e-01;1.493573e+00;1.103418e+00;6.734670e-01;-7.337870e-01;6.021126e-02
'unknown';0.270000;-7.217662e+00;9.778392e+00;-1.182820e+01;-6.837312e+00;-1.095056e+01;-5.349505e+00;3.044653e+00;-2.869860e+00;-6.457625e+00;9.968048e-01;-5.776901e+00;-2.651036e+00;1.153910e+02;6.614124e-01;3.523525e-01;1.938721e+00;3.536666e+00;2.502041e+00;2.344938e+00;1.045483e+00;-6.493276e-01;2.936930e+00;1.907859e+00;2.717233e+00;1.825079e+00;9.957657e-02;1.085513e-01;-3.553640e-02;1.496817e-01;7.653891e-01;1.546231e+00;7.675921e-01;-5.204021e-01;8.503578e-01;8.505161e-02;3.018958e-01;-2.553400e-01;-6.780838e-01;4.715180e-02
'unknown';0.280000;-4.984347e+00;1.141268e+01;-6.943651e+00;-5.024175e+00;-8.277647e+00;-2.703473e+00;7.918013e+00;1.550489e+01;2.204081e+00;5.580473e+00;3.887949e+00;2.926724e+00;1.162954e+02;-1.605540e-01;-9.393004e-01;8.705975e-01;3.937039e+00;4.323256e+00;2.190979e+00;-1.799243e+00;1.268885e+00;1.957050e+00;1.189854e+00;6.905798e-01;-1.724257e+00;6.473770e-02;-5.461230e-02;-1.871551e-02;-4.266540e-01;-4.061252e-01;2.856597e-01;-3.183040e-01;-1.178850e+00;3.589635e-02;-9.468170e-01;-2.415494e-02;-9.537180e-01;-7.655693e-01;-4.215240e-03
'unknown';0.290000;-4.735468e+00;1.137367e+01;-1.000181e+01;-3.980472e+00;-7.624322e+00;-2.508695e+00;5.409876e+00;-2.037023e+00;-1.077201e+01;-4.599564e+00;3.013224e+00;4.857597e+00;1.157907e+02;6.118917e-01;-3.879503e-01;-3.887869e-01;1.361066e+00;3.042222e+00;-1.951027e-03;-2.170507e+00;1.925292e+00;7.530693e-01;2.125085e+00;-8.082906e-01;-5.230089e-01;1.531670e-01;-2.489635e-01;-1.320360e-01;-5.934560e-01;-9.932178e-01;-7.211458e-01;-4.430946e-01;-3.005922e-01;4.230464e-01;-4.026085e-01;7.062829e-02;-6.499422e-01;-2.800962e-01;1.718902e-03
'unknown';0.300000;-7.791113e+00;6.969953e+00;-1.093770e+01;2.984117e+00;3.911685e-01;-3.359419e+00;-2.799535e+00;8.291403e-01;-5.344241e+00;-5.561950e-01;-4.637072e+00;-7.551862e+00;1.152080e+02;-5.092132e-02;-6.460323e-02;-5.461727e-01;4.355999e-01;1.642066e+00;3.859365e-01;-1.728874e+00;-6.639366e-02;2.685603e-01;1.766256e+00;-2.085571e+00;-2.256442e+00;9.372024e-02;-1.645050e-01;2.080516e-01;-1.258734e-01;-7.773959e-01;-1.078334e+00;-7.266907e-02;9.463194e-01;-4.012537e-03;-3.868954e-01;-4.481501e-01;3.624063e-01;6.971585e-01;-2.992561e-02
'unknown';0.310000;-2.754821e+00;1.006000e+01;-1.177511e+01;-4.036126e+00;-7.385671e-02;-5.031288e+00;-2.449110e+00;1.409447e+01;1.081882e+00;1.469057e+01;-5.555843e+00;-2.678719e-02;1.167005e+02;-6.382214e-01;-7.451760e-01;-3.201737e-01;3.212964e-01;2.369062e-01;1.031986e+00;-4.926621e-01;2.133543e+00;1.768133e+00;1.972800e+00;8.555975e-01;6.906906e-01;9.367981e-02;-2.298602e-01;2.558101e-01;1.054072e-01;-1.146645e-01;-8.350947e-01;3.004262e-01;7.060652e-01;-8.173484e-01;-3.698861e-01;-1.067307e+00;6.991438e-01;6.965333e-01;-1.133564e-01
'unknown';0.320000;-6.229277e+00;1.174650e+01;-8.787868e+00;-2.818348e+00;-3.842547e+00;4.875056e-01;3.203135e+00;7.107171e+00;-2.380064e+00;4.766686e+00;-2.255373e+00;-5.913293e+00;1.163091e+02;-3.580222e-01;2.795707e-01;2.069242e-01;5.699444e-01;3.342451e-01;1.310665e+00;2.093432e+00;1.144697e+00;-4.849587e-01;-9.747537e-01;1.670667e+00;1.154686e+00;-5.514679e-02;1.215040e-01;3.477543e-01;1.762124e-01;1.168010e-01;-1.868829e-01;-4.418841e-01;-4.275846e-01;-1.063786e+00;-5.045531e-01;-8.413469e-01;3.652374e-01;7.513399e-01;-1.367351e-01
'unknown';0.330000;-8.707493e+00;5.259518e+00;-1.267760e+01;5.272430e-01;-4.322933e+00;7.277727e-01;-5.476904e-02;5.491680e+00;-3.413435e+00;2.602995e+00;6.100362e+00;7.491766e+00;1.157085e+02;-3.838589e-01;7.190135e-01;-2.382992e-01;7.205716e-01;-4.793414e-01;1.037816e+00;-5.513344e-01;-2.766995e+00;-7.196016e-01;-1.840943e+00;8.093091e-01;1.254093e+00;-3.391815e-01;3.292375e-01;6.298590e-01;3.878126e-01;-3.125261e-01;-1.101433e-01;-9.853622e-01;-6.993669e-01;-1.303340e+00;-5.693458e-01;-6.615646e-01;-2.210077e-01;-2.476989e-01;-9.826355e-02
'unknown';0.340000;-6.604888e+00;1.076805e+01;-9.451837e+00;3.552155e+00;4.186932e+00;3.143751e-01;6.470455e+00;1.085402e+01;-5.521376e+00;6.138225e-01;-2.111837e+00;-5.537706e+00;1.154283e+02;4.294173e-01;9.420735e-01;2.939522e-01;8.199674e-01;1.065776e+00;-1.826399e+00;-3.837461e+00;-2.935055e+00;-1.010338e+00;-5.336071e-01;-2.362398e-01;1.218556e+00;-3.735245e-01;1.880480e-01;2.981606e-01;3.844444e-01;-8.326275e-01;-7.296726e-01;-7.442586e-01;-3.193256e-01;-2.309758e-01;-1.276853e-01;-1.233712e-01;3.526753e-01;-9.057158e-02;-7.314148e-02
'unknown';0.350000;-4.486310e+00;1.414429e+01;-1.263462e+01;-3.618520e+00;-6.485304e+00;2.443563e-01;-6.839442e+00;-1.613927e+00;-9.454702e-01;7.562285e+00;-1.581065e+00;6.055886e+00;1.154450e+02;6.142461e-01;2.072868e+00;1.575375e+00;-1.366345e+00;-6.795754e-01;-2.326293e+00;-1.024050e+00;-2.343278e+00;-8.159062e-01;-1.555597e+00;7.040126e-01;-5.797387e-01;-2.384491e-01;-1.139580e-01;-1.006910e-01;3.515899e-01;-5.893688e-01;-5.912007e-01;-1.871205e-01;1.291132e+00;1.032914e+00;-4.959386e-01;-2.224043e-01;1.508497e-01;-2.890798e-01;-6.259140e-02
